Accrued Expense,Adopted,Agency,Budget Code,Budget Name,Cash Expense,Committed,Department,Encumbered,Expense Category,Modified,Post Adjustments,Pre-Encumbered,Year
0.00,3871030.00,Department of Education,7290,Office of Community Schools,3239556.02,3239556.02,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,3871030.00,0.00,0.00,2025
-1199.00,0.00,Department of Education,4620,BEFORE/AFTER SCH TIME & EXTEND USE - HS,3127322.84,3126123.84,GE INSTR & SCH LEADERSHIP - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,3850000.00,0.00,0.00,2025
0.00,3827082.00,Department of Education,8807,UPK DOE CENTRAL,2129989.11,2129989.11,UNIVERSAL PRE-K - PS,0.00,HEALTH INSURANCE PLAN CITY EMP,3827082.00,0.00,0.00,2025
0.00,3826050.00,Department of Education,2128,NON-RESIDENT TUITION / FOSTER CARE,7805133.48,7805133.48,CONTRACT SCHOOLS/FOSTER/CH 683 PMTS,0.00,TUITION TO OTHER SCHOOL DISTRT,3826050.00,0.00,0.00,2025
736921.20,3812609.00,Department of Education,1229,DIRECT FIELD OPERATIONS,6885696.09,7640840.21,SCHOOL FOOD SERVICES - OTPS,0.00,EQUIPMENT GENERAL,3812609.00,18222.92,0.00,2025
0.00,3811690.00,Department of Education,2639,School Support Organization,415622.29,415622.29,SCHOOL SUPPORT ORGANIZATION,0.00,FULL TIME PEDAGOGICAL PRSONNEL,3811690.00,0.00,0.00,2025
0.00,3740353.00,Department of Education,1229,DIRECT FIELD OPERATIONS,3019007.28,3019007.28,SCHOOL FOOD SERVICES - PS,0.00,OVERTIME,3740353.00,0.00,0.00,2025
0.00,3713892.00,Department of Education,2650,Office of Community Schools,0.00,0.00,SCHOOL SUPPORT ORGANIZATION,0.00,FULL TIME PEDAGOGICAL PRSONNEL,3713892.00,0.00,0.00,2025
0.00,2400034.00,Department of Education,4149,NYC Reads and Solves,611859.77,611859.77,GE INSTR & SCH LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,3694828.00,0.00,0.00,2025
0.00,3662801.00,Department of Education,1723,CUSTODIAL OPERATIONS,786601.60,786601.60,SCHOOL FACILITIES - OTPS,0.00,EQUIPMENT GENERAL,3662801.00,0.00,0.00,2025
0.00,3659014.00,Department of Education,1225,OFFICE OF SCHOOL FOOD NUTRITION,3591004.04,3591004.04,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,3659014.00,0.00,0.00,2025
0.00,3649792.00,Department of Education,2640,Field Support Centers (FSC),555318.16,555318.16,SCHOOL SUPPORT ORGANIZATION,0.00,FULL TIME PEDAGOGICAL PRSONNEL,3649792.00,0.00,0.00,2025
0.00,3587487.00,Department of Education,4811,RELATED SERVICES - ELEMENTARY/MIDDLE,54018224.25,54018224.25,SE INSTR & SCH LEADERSHIP - PS,0.00,UNSALARIED,3587487.00,0.00,0.00,2025
0.00,3560063.00,Department of Education,2648,Youth & Parents,33258.08,33258.08,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,3560063.00,0.00,0.00,2025
0.00,3557360.00,Department of Education,8827,PRE-K FOR THREE-YEAR-OLDS CENTRAL,731595.78,731595.78,UNIVERSAL PRE-K - PS,0.00,FULL YEAR POSITIONS,3557360.00,0.00,0.00,2025
0.00,3554002.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,2655086.06,2655086.06,GE INSTR & SCH LEADERSHIP - PS,0.00,OVERTIME,3554002.00,0.00,0.00,2025
19906.62,3599000.00,Department of Education,4801,SE CLASSROOM INSTRUCTION - E/M,915164.37,935070.99,SE INSTR & SCH LEADERSHIP -OTPS,0.00,EQUIPMENT GENERAL,3530865.00,0.00,0.00,2025
0.00,3513499.00,Department of Education,1736,ENVIRONMENTAL HEALTH & SAFETY,2275913.30,2275913.30,SCHOOL FACILITIES - PS,0.00,FULL YEAR POSITIONS,3513499.00,0.00,0.00,2025
0.00,3500000.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,8324791.94,8324791.94,GE INSTR & SCH LEADERSHIP - PS,0.00,NON-PENSIONABLE-PREPARATION PD,3500000.00,0.00,0.00,2025
0.00,3495068.00,Department of Education,7251,OSEPO,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV OTHER,3495068.00,0.00,0.00,2025
2816081.14,3486775.00,Department of Education,7281,Office of School Health,1540831.36,4356912.50,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV DIRECT EDUC SERV,3486775.00,0.00,0.00,2025
0.00,3407541.00,Department of Education,7253,Budget and Reporting,5363535.27,5363535.27,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,3407541.00,0.00,0.00,2025
0.00,3386734.00,Department of Education,7238,Special Education Initiatives,3585157.19,3585157.19,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,3386734.00,0.00,0.00,2025
0.00,3351849.00,Department of Education,2648,Youth & Parents,2426266.16,2426266.16,SCHOOL SUPPORT ORGANIZATION,0.00,FULL TIME PEDAGOGICAL PRSONNEL,3351849.00,0.00,0.00,2025
-3800.00,1127021.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,2674555.86,2670755.86,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,3342021.00,0.00,0.00,2025
0.00,3301824.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,9374217.11,9374217.11,CATEGORICAL PROGRAMS - PS,0.00,SOCIAL SECURITY CONTRIBUTIONS,3301824.00,0.00,0.00,2025
0.00,3185911.00,Pension Contributions,0424,CUNY HUNTER HIGH SCHOOL,3289631.00,3289631.00,CITY ACTUARIAL PENSIONS,0.00,TEACH RET SYS PENS FND RES #2,3289631.00,0.00,0.00,2025
410414.19,3168739.00,Department of Youth and Community Development,3303,RHY 21-24,2791198.78,3201612.97,RUNAWAY AND HOMELESS YOUTH,0.00,EDUCATION & REC FOR YOUTH PRGM,3281283.00,0.00,0.00,2025
0.00,3264733.00,Department of Education,2644,SPECIAL EDUCATION ADMINISTRATION,10688623.32,10688623.32,SCHOOL SUPPORT ORGANIZATION,0.00,FULL YEAR POSITIONS,3264733.00,0.00,0.00,2025
0.00,3239852.00,Department of Education,6202,EarlyLearn Central,0.00,0.00,EARLY CHILDHOOD PROGRAMS - OTPS,0.00,CONTRACTUAL SERVICES GENERAL,3239852.00,0.00,0.00,2025
0.00,3229500.00,Department of Education,6201,EarlyLearn Field,5.00,5.00,EARLY CHILDHOOD PROGRAMS - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,3229500.00,0.00,0.00,2025
85111.28,3343880.00,Department of Education,2129,NON-PUBLIC SCHOOL PAYMENTS,2243216.07,2328327.35,NPS & FIT PMTS - OTPS,0.00,DATA PROCESSING SUPPLIES,3209889.00,0.00,0.00,2025
0.00,3208045.00,Mayoralty,0411,"Education, Intergov Rel",3367043.66,3367043.66,OFFICE OF MGMT AND BUDGET-PS,0.00,FULL YEAR POSITIONS,3208045.00,0.00,0.00,2025
1748646.08,3109743.00,Department of Youth and Community Development,1026,ADVANCE AND EARN-YMI,1449639.01,3198285.09,YOUTH WORKFORCE AND CAREER TRAINING OTPS,0.00,EDUCATION & REC FOR YOUTH PRGM,3163426.00,0.00,0.00,2025
0.00,3162594.00,Department of Education,7205,OFFICE OF PUBLIC AFFAIRS,5438261.90,5438261.90,CENTRAL ADMINISTRATION - OTPS,0.00,TEMPORARY SERVICES,3162594.00,0.00,0.00,2025
0.00,3123789.00,Department of Education,7263,OFFICE OF EQUAL OPPORTUNITY,5334511.01,5334511.01,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,3123789.00,0.00,0.00,2025
0.00,3122816.00,Department of Education,5101,CLASSRM INST & SCH SUPERVISION - CWSPED,2691888.22,2691888.22,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,FULL YEAR POSITIONS,3122816.00,0.00,0.00,2025
0.00,3103415.00,Department of Education,4615,NYSTL - HIGH SCHOOL,5209069.70,5209069.70,GE INSTR & SCH LEADERSHIP - OTPS,0.00,EQUIPMENT GENERAL,3103415.00,0.00,0.00,2025
0.00,3075412.00,Department of Education,4605,INSTRUCTIONAL SUPPORT SERVICES - HS,24884985.12,24884985.12,GE INSTR & SCH LEADERSHIP - PS,0.00,FULL YEAR POSITIONS,3075412.00,0.00,0.00,2025
0.00,3060437.00,City University of New York,6910,ADULT CONTINUING EDUCATION SR,2681388.07,2681388.07,COMMUNITY COLLEGE PS,0.00,UNSALARIED,3069544.00,0.00,0.00,2025
0.00,3045153.00,Department of Education,8807,UPK DOE CENTRAL,0.00,0.00,UNIVERSAL PRE-K - OTPS,0.00,CONTRACTUAL SERVICES GENERAL,3045153.00,0.00,0.00,2025
0.00,960823.00,Department of Education,4305,INSTRUCTIONAL SUPPORT SERV - ELEM / MID,3799126.99,3799126.99,GE INSTR & SCH LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,3040823.00,0.00,0.00,2025
804392.28,254500.00,Department of Education,1108,GENERAL EDUCATION BUSES,1316254.72,2120647.00,PUPIL TRANSPORTATION - OTPS,0.00,PROF SERV OTHER,3018350.00,0.00,0.00,2025
0.00,3000000.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,1852171.65,1852171.65,CATEGORICAL PROGRAMS - PS,0.00,UNEMPLOYMENT INSURANCE,3000000.00,0.00,0.00,2025
0.00,3000000.00,Department of Education,5411,RELATED SERVICES -CENTRALLY ADMINISTERED,3804307.21,3804307.21,SE INSTRUCTIONAL SUPPORT - PS,0.00,EDUC AND LICENCE DIFFERENTIAL,3000000.00,0.00,0.00,2025
0.00,2998021.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,4769915.59,4769915.59,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,2998021.00,0.00,0.00,2025
0.00,2983217.00,Department of Education,7435,OFF OF CURRICULUM INSTRUCTION & PD,1970755.53,1970755.53,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,2983217.00,0.00,0.00,2025
0.00,4153262.00,Department of Education,7719,DIIT,3297196.59,3297196.59,CENTRAL ADMINISTRATION - OTPS,0.00,TELEPHONE & OTHER COMMUNICATNS,2953262.00,0.00,0.00,2025
0.00,2941300.00,Department of Education,4620,BEFORE/AFTER SCH TIME & EXTEND USE - HS,84260273.84,84260273.84,GE INSTR & SCH LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,2941300.00,0.00,0.00,2025
0.00,2963000.00,Department of Education,6204,EarlyLearn CD,1199524.00,1199524.00,EARLY CHILDHOOD PROGRAMS - OTPS,0.00,DAY CARE OF CHILDREN,2930044.00,0.00,0.00,2025
813057.43,2930017.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,1712168.75,2525226.18,CATEGORICAL PROGRAMS - OTPS,0.00,PROF SERV COMPUTER SERVICES,2930017.00,0.00,0.00,2025
0.00,2923746.00,Department of Education,4320,BEFORE/AFTR SCH TIME & EXTEND - ELEM/MID,4730602.25,4730602.25,GE INSTR & SCH LEADERSHIP - PS,0.00,UNSALARIED,2923746.00,0.00,0.00,2025
0.00,2913740.00,Department of Education,5105,INSTRUCTIONAL SUPPORT SERVICES - CWSPED,3255104.68,3255104.68,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,FULL YEAR POSITIONS,2913740.00,0.00,0.00,2025
0.00,2909779.00,Department of Education,8870,REIMBURSEABLE SUPPORT - NPS,818303.91,818303.91,CATEGORICAL PROGRAMS - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,2909779.00,0.00,0.00,2025
0.00,2885751.00,Department of Education,4615,NYSTL - HIGH SCHOOL,1675571.91,1675571.91,GE INSTR & SCH LEADERSHIP - OTPS,0.00,LIBRARY BOOKS,2885751.00,0.00,0.00,2025
660908.26,2832594.00,Department of Youth and Community Development,3540,SONYC D79 PILOT,2060455.21,2721363.47,OTHER THAN PERSONAL SERVICES,0.00,EDUCATION & REC FOR YOUTH PRGM,2878053.00,0.00,0.00,2025
0.00,0.00,Department of Education,1485,"HEAT, LIGHT & POWER",0.00,0.00,ENERGY AND LEASES - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,2855000.00,0.00,0.00,2025
0.00,2828276.00,Department of Education,4605,INSTRUCTIONAL SUPPORT SERVICES - HS,2193782.57,2193782.57,GE INSTR & SCH LEADERSHIP - PS,0.00,UNSALARIED,2828276.00,0.00,0.00,2025
0.00,2811285.00,Department of Education,2128,NON-RESIDENT TUITION / FOSTER CARE,1267523.65,1267523.65,CONTRACT SCHOOLS/FOSTER/CH 683 PMTS,0.00,PMNT SPEC SCHOOL HANDICAP CHLD,2811285.00,0.00,0.00,2025
0.00,2807892.00,Department of Education,7261,OFFICE OF AUDITOR GENERAL,2419539.41,2419539.41,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,2807892.00,0.00,0.00,2025
0.00,2795874.00,Department of Education,2744,CITYWIDE ADMINISTRATION,2936555.35,2936555.35,SCHOOL SUPPORT ORGANIZATION,0.00,FULL TIME PEDAGOGICAL PRSONNEL,2795874.00,0.00,0.00,2025
0.00,2688739.00,Department of Education,4605,INSTRUCTIONAL SUPPORT SERVICES - HS,8321300.21,8321300.21,GE INSTR & SCH LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,2748739.00,0.00,0.00,2025
0.00,2736733.00,Department of Education,1733,SKILLED TRADES,0.00,0.00,SCHOOL FACILITIES - OTPS,0.00,PROF SERV ENGINEER & ARCHITECT,2736733.00,0.00,0.00,2025
2186366.40,0.00,Department of Youth and Community Development,3305,RHY Housing Vouchers,0.00,2186366.40,RUNAWAY AND HOMELESS YOUTH,0.00,EDUCATION & REC FOR YOUTH PRGM,2732958.00,0.00,0.00,2025
0.00,4326101.00,Department of Education,8827,PRE-K FOR THREE-YEAR-OLDS CENTRAL,53972.36,53972.36,UNIVERSAL PRE-K - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,2715351.00,0.00,0.00,2025
1881434.51,0.00,Department of Education,1106,SPECIAL EDUCATION BUSES,1062444.33,2943878.84,PUPIL TRANSPORTATION - OTPS,0.00,TRANSPORTATION EXPENDITURES,2653892.00,0.00,0.00,2025
0.00,0.00,Department of Education,1108,GENERAL EDUCATION BUSES,1949190.60,1949190.60,PUPIL TRANSPORTATION - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,2637991.00,0.00,0.00,2025
0.00,2606946.00,Department of Education,2646,Field-Based Supervision and Support,1637706.16,1637706.16,SCHOOL SUPPORT ORGANIZATION,0.00,FULL TIME PEDAGOGICAL PRSONNEL,2606946.00,0.00,0.00,2025
0.00,2589846.00,Department of Education,8389,SE Instr & School Leadership Re Support,82856089.69,82856089.69,SE INSTR & SCH LEADERSHIP - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,2589846.00,0.00,0.00,2025
0.00,0.00,Department of Information Technology and Telecommunications,1025,Gov Educational Access - Time Warner,2691957.32,2691957.32,MAYOR'S OFFICE OF MEDIA & ENTERTAINMENT,0.00,CONTRACTUAL SERVICES-GENERAL,2576132.00,0.00,0.00,2025
0.00,2553000.00,Department of Education,8407,Head Start Non-Federal Share,17229474.94,17229474.94,EARLY CHILDHOOD PROGRAMS - OTPS,0.00,HEAD START,2553000.00,0.00,0.00,2025
0.00,5000000.00,Department of Education,1092,School Safety Fringe,0.00,0.00,SCHOOL SAFETY - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,2551192.00,0.00,0.00,2025
0.00,2523000.00,Department of Education,2648,Youth & Parents,0.00,0.00,SCHOOL SUPPORT ORGANIZATION,0.00,PARAPROFESSIONAL PER SESSION,2523000.00,0.00,0.00,2025
0.00,6000.00,Department of Education,5105,INSTRUCTIONAL SUPPORT SERVICES - CWSPED,2605455.89,2605455.89,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,2506000.00,0.00,0.00,2025
0.00,2503798.00,Department of Education,4305,INSTRUCTIONAL SUPPORT SERV - ELEM / MID,204198.64,204198.64,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV OTHER,2503798.00,0.00,0.00,2025
0.00,0.00,Department of Education,4605,INSTRUCTIONAL SUPPORT SERVICES - HS,2281854.32,2281854.32,GE INSTR & SCH LEADERSHIP - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,2500000.00,0.00,0.00,2025
29976.22,2496533.00,Department of Education,2129,NON-PUBLIC SCHOOL PAYMENTS,2028589.31,2058565.53,NPS & FIT PMTS - OTPS,0.00,EQUIPMENT GENERAL,2496533.00,0.00,0.00,2025
573518.39,2446662.00,Department of Education,4801,SE CLASSROOM INSTRUCTION - E/M,3597748.19,4171266.58,SE INSTR & SCH LEADERSHIP -OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,2446662.00,0.00,0.00,2025
0.00,2500000.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,172804.15,172804.15,CATEGORICAL PROGRAMS - OTPS,0.00,DATA PROCESSING SUPPLIES,2445000.00,0.00,0.00,2025
0.00,2436082.00,Department of Education,4648,GE Central Managed Sch Supp,627158.16,627158.16,GE INSTR & SCH LEADERSHIP - OTPS,0.00,DATA PROCESSING EQUIPMENT,2436082.00,0.00,0.00,2025
0.00,2432318.00,Department of Education,8807,UPK DOE CENTRAL,5389706.97,5389706.97,UNIVERSAL PRE-K - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,2432318.00,0.00,0.00,2025
0.00,2411327.00,Department of Education,8489,GE Reimbursable Support,6269591.09,6269591.09,GE INSTR & SCH LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,2411327.00,0.00,0.00,2025
0.00,2400000.00,Department of Education,5511,NURSES,8646601.36,8646601.36,SE INSTRUCTIONAL SUPPORT - PS,0.00,OVERTIME,2400000.00,0.00,0.00,2025
0.00,2390161.00,Department of Education,2128,NON-RESIDENT TUITION / FOSTER CARE,1987805.09,1987805.09,CONTRACT SCHOOLS/FOSTER/CH 683 PMTS,0.00,HEALTH SERV CHRGS OUT CTY CARE,2390161.00,0.00,0.00,2025
0.00,2379959.00,Department of Education,4605,INSTRUCTIONAL SUPPORT SERVICES - HS,2038124.55,2038124.55,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,2379959.00,0.00,0.00,2025
0.00,2378138.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,663482.01,663482.01,CATEGORICAL PROGRAMS - PS,0.00,ANNUITY CONTRIBUTIONS,2378138.00,0.00,0.00,2025
0.00,2479355.00,City University of New York,6510,ADULT CONTINUING EDUCATION SR,2373689.20,2373689.20,COMMUNITY COLLEGE PS,0.00,UNSALARIED,2372763.00,0.00,0.00,2025
0.00,2368516.00,Department of Education,8489,GE Reimbursable Support,2377094.16,2377094.16,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,2368516.00,0.00,0.00,2025
0.00,6122752.00,Department of Education,1723,CUSTODIAL OPERATIONS,0.00,0.00,SCHOOL FACILITIES - OTPS,0.00,CONTRACTUAL SERVICES GENERAL,2360782.00,0.00,0.00,2025
0.00,2326473.00,Department of Education,7902,City Council Member Items,474345.26,474345.26,GE INSTR & SCH LEADERSHIP - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,2326473.00,0.00,0.00,2025
498932.23,2276689.00,Department of Youth and Community Development,3304,RHY Thrive,1408222.95,1907155.18,RUNAWAY AND HOMELESS YOUTH,0.00,EDUCATION & REC FOR YOUTH PRGM,2325799.00,0.00,0.00,2025
0.00,2313205.00,Department of Education,2641,TEACHING & LEARNING,4983397.63,4983397.63,SCHOOL SUPPORT ORGANIZATION,0.00,FULL TIME PEDAGOGICAL PRSONNEL,2313205.00,0.00,0.00,2025
0.00,0.00,Administration for Children's Services,1604,SPECIAL EDUCATION TUITION,1937584.16,1937584.16,CHILD WELFARE-OTPS,0.00,TRAINING CITY EMPLOYEES,2279459.00,0.00,0.00,2025
0.00,2275645.00,Department of Education,4320,BEFORE/AFTR SCH TIME & EXTEND - ELEM/MID,1199533.40,1199533.40,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV DIRECT EDUC SERV,2275645.00,0.00,0.00,2025
0.00,0.00,Office of Administrative Trials & Hearings,2005,Special Education Unit,2266321.32,2266321.32,OFFICE OF ADMIN. TRIALS & HEARINGS- OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,2266322.00,0.00,0.00,2025
0.00,2236329.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,-286107.28,-286107.28,GE INSTR & SCH LEADERSHIP - OTPS,0.00,TELEPHONE & OTHER COMMUNICATNS,2236329.00,0.00,0.00,2025
465127.01,2232471.00,Department of Education,5101,CLASSRM INST & SCH SUPERVISION - CWSPED,1256718.71,1721845.72,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,2232471.00,0.00,0.00,2025
0.00,2219632.00,Department of Education,1048,Office of School and Youth Development,2748747.92,2748747.92,CENTRAL ADMINISTRATION - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,2219632.00,0.00,0.00,2025
0.00,531835.00,Department of Education,4620,BEFORE/AFTER SCH TIME & EXTEND USE - HS,1951806.87,1951806.87,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV DIRECT EDUC SERV,2206835.00,0.00,0.00,2025
143608.80,2018680.00,Department of Education,2304,NYSTL-Charter Schools,2749277.15,2892885.95,CHARTER SCHOOLS,0.00,DATA PROCESSING SUPPLIES,2152671.00,0.00,0.00,2025
0.00,244745.00,Department of Education,7719,DIIT,710739.28,710739.28,CENTRAL ADMINISTRATION - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,2151542.00,0.00,0.00,2025
0.00,2142705.00,Department of Education,2645,OPERATIONS,7774.56,7774.56,SCHOOL SUPPORT ORGANIZATION,0.00,PARAPROFESSIONAL PER SESSION,2142705.00,0.00,0.00,2025
0.00,2141838.00,Department of Education,4801,SE CLASSROOM INSTRUCTION - E/M,0.00,0.00,SE INSTR & SCH LEADERSHIP - PS,0.00,HEALTH INSURANCE PLAN CITY EMP,2141838.00,0.00,0.00,2025
0.00,2141433.00,Department of Education,2645,OPERATIONS,176025.60,176025.60,SCHOOL SUPPORT ORGANIZATION,0.00,UNSALARIED,2141433.00,0.00,0.00,2025
0.00,2140500.00,Department of Education,7903,City Council Member Items,563850.07,563850.07,EARLY CHILDHOOD PROGRAMS - OTPS,0.00,DAY CARE OF CHILDREN,2140500.00,0.00,0.00,2025
0.00,2134500.00,Department of Education,1733,SKILLED TRADES,619.55,619.55,SCHOOL FACILITIES - OTPS,0.00,PROF SERV OTHER,2134500.00,0.00,0.00,2025
0.00,0.00,Department of Youth and Community Development,4023,Neighborhood Safety Council,0.00,0.00,OFFICE OF NEIGHBORHOOD SAFETY- OTPS,0.00,EDUCATION & REC FOR YOUTH PRGM,2129000.00,0.00,0.00,2025
0.00,0.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,1094752.78,1094752.78,GE INSTR & SCH LEADERSHIP - OTPS,0.00,NON OVERNIGHT TRVL EXP-GENERAL,2117440.00,0.00,0.00,2025
0.00,2115234.00,Department of Education,7205,OFFICE OF PUBLIC AFFAIRS,3217448.30,3217448.30,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,2115234.00,0.00,0.00,2025
0.00,2093181.00,Department of Education,8848,REIMBUR SUPPORT-SE INSTRUCTION EL/MID/HS,3239647.54,3239647.54,CATEGORICAL PROGRAMS - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,2093181.00,0.00,0.00,2025
0.00,2084448.00,Department of Education,7239,Office of Field Support,2828560.06,2828560.06,CENTRAL ADMINISTRATION - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,2084448.00,0.00,0.00,2025
0.00,2062934.00,Department of Education,2646,Field-Based Supervision and Support,1214293.81,1214293.81,SCHOOL SUPPORT ORGANIZATION,0.00,FULL YEAR POSITIONS,2062934.00,0.00,0.00,2025
0.00,1527710.00,Department of Education,4305,INSTRUCTIONAL SUPPORT SERV - ELEM / MID,9147306.74,9147306.74,GE INSTR & SCH LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,2047710.00,0.00,0.00,2025
0.00,2037975.00,Department of Education,8807,UPK DOE CENTRAL,27780.53,27780.53,UNIVERSAL PRE-K - OTPS,0.00,PROF SERV COMPUTER SERVICES,2037975.00,0.00,0.00,2025
0.00,2000788.00,Department of Education,2641,TEACHING & LEARNING,10187.11,10187.11,SCHOOL SUPPORT ORGANIZATION,0.00,PARAPROFESSIONAL PER SESSION,2000788.00,0.00,0.00,2025
0.00,2000000.00,Department of Education,8848,REIMBUR SUPPORT-SE INSTRUCTION EL/MID/HS,1276643.53,1276643.53,CATEGORICAL PROGRAMS - PS,0.00,UNEMPLOYMENT INSURANCE,2000000.00,0.00,0.00,2025
0.00,2000000.00,Department of Education,8840,Office of Community Schools,1307326.91,1307326.91,CATEGORICAL PROGRAMS - PS,0.00,FULL YEAR POSITIONS,2000000.00,0.00,0.00,2025
0.00,2000000.00,Department of Education,4320,BEFORE/AFTR SCH TIME & EXTEND - ELEM/MID,25695.00,25695.00,GE INSTR & SCH LEADERSHIP - OTPS,0.00,DATA PROCESSING EQUIPMENT,2000000.00,0.00,0.00,2025
443045.36,1959635.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,7078727.02,7521772.38,CATEGORICAL PROGRAMS - OTPS,0.00,TEMPORARY SERVICES,1959635.00,0.00,0.00,2025
0.00,1943961.00,Department of Education,7207,DIVISION OF ASSESSMENT & ACCOUNTABILITY,944627.26,944627.26,CENTRAL ADMINISTRATION - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,1943961.00,0.00,0.00,2025
0.00,1939793.00,Department of Education,8907,UPK DOE FIELD,438750.00,438750.00,UNIVERSAL PRE-K - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,1939793.00,0.00,0.00,2025
0.00,0.00,Department of Education,5411,RELATED SERVICES -CENTRALLY ADMINISTERED,1002931.36,1002931.36,SE INSTRUCTIONAL SUPPORT - OTPS,0.00,DATA PROCESSING SERVICES,1918269.00,0.00,0.00,2025
0.00,1916913.00,Department of Education,5183,TL Match for Chp 683,4483717.38,4483717.38,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,UNSALARIED,1916913.00,0.00,0.00,2025
0.00,1878852.00,Department of Education,7301,DIVISION OF HUMAN RESOURCES,741668.94,741668.94,CENTRAL ADMINISTRATION - PS,0.00,PARAPROFESSIONAL PER SESSION,1878852.00,0.00,0.00,2025
0.00,1873741.00,Department of Education,7260,Portfolio Planning,2267497.18,2267497.18,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,1873741.00,0.00,0.00,2025
0.00,1872048.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,795283.24,795283.24,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV OTHER,1872048.00,0.00,0.00,2025
0.00,1869079.00,Department of Education,1048,Office of School and Youth Development,3722513.83,3722513.83,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,1869079.00,0.00,0.00,2025
